method,dataset,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
STV,GSCI,0.817568481,0.284674522,0,1.335521078,1.08276983,0.547619048,0.69047619,0.69047619,0.738095238,0.80952381,"['Sweden', 'Finland', 'Norway', 'Iceland', 'Denmark', 'Austria', 'Belgium', 'Canada', 'China', 'Costa Rica', 'Croatia', 'Czech Republic', 'Estonia', 'France', 'Germany', 'Hungary', 'Ireland', 'Italy', 'Japan', 'Latvia', 'Liechtenstein', 'Lithuania', 'Luxembourg', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'South Korea', 'Spain', 'Switzerland', 'USA', 'United Kingdom', 'Uruguay']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Asia': 3, 'Europe': 28, 'North America': 3, 'Oceania': 1, 'South America': 1}"
MC4,GSCI,0.77644402,0.284674522,0,1.458809129,1.250702919,0.547619048,0.904761905,0.976190476,0.976190476,0.976190476,"['Sweden', 'Norway', 'Iceland', 'Finland', 'Denmark', 'Ireland', 'Switzerland', 'Austria', 'Latvia', 'Estonia', 'Slovenia', 'Luxembourg', 'New Zealand', 'Germany', 'Croatia', 'South Korea', 'Liechtenstein', 'Slovakia', 'France', 'Japan', 'Czech Republic', 'United Kingdom', 'Lithuania', 'Canada', 'Poland', 'Belgium', 'Romania', 'Netherlands', 'USA', 'Peru', 'Italy', 'China', 'Portugal', 'Belarus', 'Paraguay', 'Australia']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Asia': 3, 'Europe': 27, 'North America': 2, 'Oceania': 2, 'South America': 2}"
BORDA,GSCI,0.817568481,0.284674522,0,1.518486125,1.307103593,0.571428571,0.904761905,0.976190476,0.976190476,1,"['Sweden', 'Finland', 'Iceland', 'Denmark', 'Switzerland', 'Norway', 'Ireland', 'Estonia', 'Austria', 'Latvia', 'Croatia', 'Slovenia', 'Luxembourg', 'New Zealand', 'Germany', 'France', 'United Kingdom', 'Japan', 'Slovakia', 'South Korea', 'Czech Republic', 'Portugal', 'Lithuania', 'Netherlands', 'Belgium', 'Poland', 'Romania', 'Canada', 'Liechtenstein', 'Italy', 'USA', 'Spain', 'China', 'Hungary', 'Costa Rica', 'Uruguay']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Asia': 3, 'Europe': 28, 'North America': 3, 'Oceania': 1, 'South America': 1}"
EPIRA,GSCI,0.689572833,0.284674522,0.027609428,0.681708519,0.681708519,0.142857143,0.428571429,0.833333333,0.952380952,0.976190476,"['Japan', 'Uruguay', 'Sweden', 'Mauritius', 'Finland', 'Iceland', 'Canada', 'Denmark', 'New Zealand', 'Switzerland', 'Norway', 'Ireland', 'Estonia', 'Austria', 'Latvia', 'Croatia', 'Slovenia', 'Luxembourg', 'Germany', 'South Korea', 'France', 'United Kingdom', 'Slovakia', 'Czech Republic', 'Portugal', 'Lithuania', 'Netherlands', 'Belgium', 'Poland', 'Romania', 'USA', 'Liechtenstein', 'China', 'Italy', 'Costa Rica', 'Spain']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 1, 'Asia': 3, 'Europe': 27, 'North America': 3, 'Oceania': 1, 'South America': 1}"
PREFAIR(IMPUTE) + EPIRA,GSCI,0.195896447,0.284674522,0.189814815,0.473626199,0.473626199,0,0,0,0.142857143,0.428571429,"['Cape Verde', 'Japan', 'Algeria', 'Canada', 'Namibia', 'South Korea', 'China', 'New Zealand', 'Mauritius', 'Uruguay', 'Libya', 'Georgia', 'USA', 'Sweden', 'Israel', 'Sao Tome and Principe', 'Finland', 'Iceland', 'Denmark', 'Switzerland', 'Norway', 'Ireland', 'Estonia', 'Austria', 'Latvia', 'Croatia', 'Slovenia', 'Luxembourg', 'Germany', 'Singapore', 'France', 'Australia', 'United Kingdom', 'Slovakia', 'Costa Rica', 'Czech Republic']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 6, 'Asia': 6, 'Europe': 18, 'North America': 3, 'Oceania': 2, 'South America': 1}"
RAPF,GSCI,0.444821774,0.284674522,0.029855548,0.55787785,0.535677534,0.283333333,0.530952381,0.771428571,0.878571429,0.926190476,"['Uruguay', 'Sweden', 'Costa Rica', 'Denmark', 'Japan', 'Iceland', 'Finland', 'Chile', 'Switzerland', 'South Korea', 'Estonia', 'Georgia', 'Latvia', 'Luxembourg', 'Norway', 'Bolivia', 'China', 'Croatia', 'Mauritius', 'Liechtenstein', 'Ireland', 'Austria', 'New Zealand', 'Peru', 'Singapore', 'United Kingdom', 'Slovenia', 'Lithuania', 'France', 'Nepal', 'Bhutan', 'Czech Republic', 'Portugal', 'USA', 'Slovakia', 'Germany']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 1, 'Asia': 7, 'Europe': 21, 'North America': 2, 'Oceania': 1, 'South America': 4}"
PREFAIR(IMPUTE) + RAPF,GSCI,0.002398739,0.284674522,0.763372859,0.179551769,0.179551769,0.142857143,0.257142857,0.285714286,0.428571429,0.566666667,"['New Zealand', 'Uruguay', 'Sweden', 'Ethiopia', 'South Korea', 'Iceland', 'Republic of Congo', 'Japan', 'Canada', 'Cape Verde', 'Algeria', 'USA', 'China', 'Finland', 'Namibia', 'Argentina', 'Georgia', 'Norway', 'Australia', 'Libya', 'Israel', 'Brunei', 'Denmark', 'Sao Tome and Principe', 'Morocco', 'Costa Rica', 'Botswana', 'Switzerland', 'Kazakhstan', 'Panama', 'Ireland', 'Austria', 'Kyrgistan', 'Senegal', 'Eswatini', 'Oman']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 11, 'Asia': 9, 'Europe': 8, 'North America': 4, 'Oceania': 2, 'South America': 2}"
BALANCED-COMMITTEE-ELECTION,GSCI,0.326287555,0.284674522,0.043636364,1.281742649,1.281742649,0.571428571,0.904761905,0.976190476,0.976190476,1,"['Sweden', 'Finland', 'Iceland', 'Denmark', 'Switzerland', 'Norway', 'Ireland', 'Estonia', 'Austria', 'Latvia', 'Croatia', 'Slovenia', 'Luxembourg', 'New Zealand', 'Germany', 'France', 'United Kingdom', 'Japan', 'South Korea', 'Canada', 'USA', 'China', 'Costa Rica', 'Uruguay', 'Australia', 'Peru', 'Georgia', 'Israel', 'Singapore', 'Paraguay', 'Brazil', 'Colombia', 'Mauritius', 'Malaysia', 'Kyrgistan', 'Cyprus']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 1, 'Asia': 9, 'Europe': 16, 'North America': 3, 'Oceania': 2, 'South America': 5}"
PREFAIR,GSCI,0.000866894,0.284674522,0.833333333,0.064519397,0.064519397,0.142857143,0.285714286,0.285714286,0.404761905,0.404761905,"['Sweden', 'Senegal', 'Timor-Leste', 'USA', 'New Zealand', 'Uruguay', 'Finland', 'Sao Tome and Principe', 'Namibia', 'South Korea', 'Panama', 'Australia', 'Peru', 'Norway', 'Morocco', 'Mauritius', 'Singapore', 'Costa Rica', 'Iceland', 'Libya', 'Ghana', 'Kyrgistan', 'Japan', 'Canada', 'Denmark', 'Ireland', 'Ethiopia', 'Cape Verde', 'Israel', 'Indonesia', 'Switzerland', 'United Kingdom', 'Botswana', 'Algeria', 'Georgia', 'China']","{'Africa': 55, 'Asia': 46, 'Europe': 41, 'North America': 21, 'Oceania': 10, 'South America': 12}","{'Africa': 4, 'Asia': 25, 'Europe': 41, 'North America': 7, 'Oceania': 5, 'South America': 12}","{'Africa': 11, 'Asia': 9, 'Europe': 8, 'North America': 4, 'Oceania': 2, 'South America': 2}"
