method,dataset,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
STV,World Happiness,0.683280511,0.36092775,0,0.978458215,0.882342506,0.558823529,0.794117647,0.911764706,0.970588235,0.970588235,"['Finland', 'Denmark', 'Switzerland', 'Norway', 'Canada', 'Netherlands', 'Iceland', 'Israel', 'Austria', 'Sweden', 'Costa Rica', 'Ireland', 'Luxembourg', 'Belgium', 'Germany', 'Mexico', 'Panama', 'United Kingdom', 'United States', 'Venezuela']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 1, 'Europe': 13, 'North America': 5, 'South America': 1}"
MC4,World Happiness,0.251649941,0.36092775,0,0.857348281,0.643993526,0.411764706,0.5,0.529411765,0.529411765,0.529411765,"['Finland', 'Switzerland', 'Norway', 'Ireland', 'Austria', 'Costa Rica', 'United Arab Emirates', 'France', 'Venezuela', 'Argentina', 'Cyprus', 'Jamaica', 'Taiwan Province of China', 'Panama', 'Kuwait', 'Chile', 'Colombia', 'Malaysia', 'Lithuania', 'Guatemala']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 5, 'Europe': 7, 'North America': 4, 'South America': 4}"
BORDA,World Happiness,0.863402155,0.36092775,0,0.925028771,0.516538812,0.558823529,0.588235294,0.705882353,0.705882353,0.735294118,"['Denmark', 'Finland', 'Sweden', 'Israel', 'Netherlands', 'Canada', 'Austria', 'Ireland', 'Costa Rica', 'United States', 'Norway', 'Switzerland', 'Belgium', 'United Kingdom', 'Luxembourg', 'Germany', 'Iceland', 'Mexico', 'Panama', 'France']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 1, 'Europe': 14, 'North America': 5}"
EPIRA,World Happiness,0.683280511,0.36092775,0,0.459848195,0.336158864,0.029411765,0.588235294,0.647058824,0.735294118,0.735294118,"['Israel', 'Brazil', 'Denmark', 'Finland', 'Canada', 'Sweden', 'Netherlands', 'Costa Rica', 'Austria', 'United States', 'Ireland', 'Norway', 'Switzerland', 'Belgium', 'United Kingdom', 'Luxembourg', 'Germany', 'Mexico', 'Panama', 'Iceland']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 1, 'Europe': 13, 'North America': 5, 'South America': 1}"
PREFAIR(IMPUTE) + EPIRA,World Happiness,0.164791745,0.36092775,0.125,0.434694051,0.434694051,0.029411765,0.029411765,0.029411765,0.323529412,0.382352941,"['Djibouti', 'Israel', 'Cyprus', 'Sudan', 'Mauritania', 'Malaysia', 'Denmark', 'Sweden', 'Brazil', 'Canada', 'Panama', 'Costa Rica', 'Finland', 'Mexico', 'Netherlands', 'Austria', 'Ireland', 'Belgium', 'Slovenia', 'South Korea']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Africa': 3, 'Asia': 4, 'Europe': 8, 'North America': 4, 'South America': 1}"
RAPF,World Happiness,0.676643124,0.36092775,0,0.743673097,0.391298607,0.305882353,0.514705882,0.588235294,0.747058824,0.782352941,"['United States', 'Finland', 'Iceland', 'Denmark', 'Switzerland', 'Netherlands', 'Sweden', 'Germany', 'Norway', 'Austria', 'Canada', 'Ireland', 'Czechia', 'Belgium', 'United Kingdom', 'Romania', 'France', 'Slovakia', 'Croatia', 'Israel']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 1, 'Europe': 17, 'North America': 2}"
PREFAIR(IMPUTE) + RAPF,World Happiness,0.155524522,0.36092775,0.178571429,0.105646499,0.105646499,0.052941176,0.326470588,0.364705882,0.523529412,0.555882353,"['Costa Rica', 'United Arab Emirates', 'Finland', 'Djibouti', 'Venezuela', 'Switzerland', 'Sudan', 'Cyprus', 'Taiwan Province of China', 'Mauritania', 'Congo (Brazzaville)', 'Norway', 'Argentina', 'Ireland', 'Kuwait', 'Austria', 'Egypt', 'Ghana', 'Malaysia', 'Guinea']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Africa': 7, 'Asia': 5, 'Europe': 5, 'North America': 1, 'South America': 2}"
BALANCED-COMMITTEE-ELECTION,World Happiness,0.22314209,0.36092775,0,0.690437983,0.429209484,0.558823529,0.588235294,0.705882353,0.735294118,0.735294118,"['Denmark', 'Finland', 'Sweden', 'Israel', 'Netherlands', 'Canada', 'Austria', 'Costa Rica', 'United States', 'Mexico', 'Panama', 'Brazil', 'Venezuela', 'Singapore', 'Chile', 'United Arab Emirates', 'Argentina', 'Cyprus', 'Kuwait', 'Uruguay']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Asia': 5, 'Europe': 5, 'North America': 5, 'South America': 5}"
PREFAIR,World Happiness,0,0.36092775,1,0,0,0.323529412,0.352941176,0.647058824,0.676470588,0.676470588,"['Finland', 'Canada', 'Israel', 'Brazil', 'Djibouti', 'Denmark', 'Costa Rica', 'Pakistan', 'Argentina', 'Morocco', 'Switzerland', 'Mexico', 'Singapore', 'Suriname', 'Togo', 'Norway', 'United States', 'United Arab Emirates', 'Venezuela', 'Gambia']","{'Africa': 47, 'Asia': 41, 'Europe': 39, 'North America': 14, 'South America': 12}","{'Africa': 0, 'Asia': 11, 'Europe': 24, 'North America': 9, 'South America': 6}","{'Africa': 4, 'Asia': 4, 'Europe': 4, 'North America': 4, 'South America': 4}"
