method,dataset,SFD,kl_div_pool_profile,fair_representation,pNDKL,NDKL,avg_sat_10,avg_sat_20,avg_sat_30,avg_sat_40,avg_sat_50,result,pool_grp_cnts,profile_grp_cnts,consensusranking_grp_cnts
STV,IBMHR,0.48128149284599,0.3242141204630245,0.0,0.4922681730868329,0.27217945292127765,0.085,0.14500000000000002,0.2,0.255,0.32,"['162', '515', '165', '372', '319', '259', '1278', '1024', '1035', '1038', '1039', '1042', '1050', '1073', '1117', '1167', '117', '1204', '1225', '1238', '1267', '1282', '1288', '1293', '1294', '1336', '1373', '1375', '1383', '145', '1453', '1478', '1485', '1489', '1547', '158', '1606', '1628', '1661', '1666', '1696', '170', '1740', '182', '1824', '1827', '1866', '1867', '1892', '1900', '1932', '1975', '1986', '1993', '1995', '2000', '2017', '2036', '239', '244', '253', '254', '264', '291', '307', '32', '329', '339', '373', '374', '387', '406', '425', '429', '436', '442', '520', '524', '529', '549', '569', '573', '58', '600', '625', '682', '691', '721', '73', '780', '809', '81', '825', '83', '830', '857', '880', '924', '950', '957']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'20s': 2, '30s': 44, '40s': 34, '50+': 20}"
MC4,IBMHR,0.6291140904626813,0.3242141204630245,0.0,1.007374182953796,0.49598084015059674,0.09000000000000001,0.18,0.27999999999999997,0.38,0.465,"['165', '131', '374', '1578', '776', '259', '1278', '329', '1352', '1572', '1038', '644', '1539', '825', '638', '905', '1606', '1282', '549', '569', '80', '944', '1204', '1602', '820', '158', '23', '520', '1288', '244', '809', '425', '1277', '336', '254', '1716', '1712', '58', '2031', '119', '1827', '746', '1608', '410', '36', '734', '1109', '1267', '1900', '319', '1867', '1815', '1026', '81', '1035', '444', '1043', '531', '1550', '1167', '352', '1740', '1293', '1719', '429', '731', '162', '372', '716', '1976', '721', '1975', '387', '851', '264', '558', '1523', '202', '404', '253', '1937', '1547', '1443', '601', '2034', '1225', '1402', '1422', '1128', '2056', '1334', '1098', '1408', '1088', '1372', '987', '1373', '1892', '1336', '302']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'30s': 20, '40s': 57, '50+': 23}"
BORDA,IBMHR,0.501812798425089,0.3242141204630245,0.0,0.5431547292661918,0.3558952207967258,0.13,0.22000000000000003,0.28500000000000003,0.36000000000000004,0.42500000000000004,"['162', '319', '259', '1225', '1042', '1288', '1628', '1204', '1827', '1993', '573', '1282', '1606', '1373', '1167', '825', '73', '1824', '2036', '373', '1867', '58', '425', '1336', '429', '81', '158', '1039', '1038', '1293', '880', '83', '436', '1866', '1035', '515', '549', '1975', '374', '1294', '244', '1489', '329', '625', '569', '1547', '253', '809', '950', '1932', '254', '691', '307', '1666', '145', '857', '170', '1740', '1696', '957', '1383', '1117', '520', '721', '1892', '117', '182', '1375', '1267', '1995', '239', '387', '2017', '264', '524', '830', '1238', '529', '2000', '924', '1453', '1024', '1900', '1050', '339', '406', '600', '1478', '682', '1661', '442', '291', '780', '1485', '1073', '32', '1986', '899', '1128', '462']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'20s': 2, '30s': 47, '40s': 33, '50+': 18}"
EPIRA,IBMHR,0.4277031732788518,0.3242141204630245,0.021739130434782608,0.39074139326425444,0.39074139326425444,0.1,0.185,0.265,0.335,0.395,"['117', '239', '162', '20', '1042', '319', '1628', '1225', '1288', '1204', '259', '573', '1827', '1282', '1993', '1373', '73', '825', '2036', '373', '1606', '1167', '1867', '1824', '429', '1336', '58', '425', '81', '158', '880', '83', '436', '1039', '1293', '515', '1038', '1975', '549', '1294', '1866', '1489', '374', '1035', '244', '625', '253', '569', '950', '1932', '329', '691', '307', '1547', '254', '857', '809', '1740', '1696', '1666', '1383', '170', '957', '721', '1892', '145', '182', '1226', '1117', '1375', '520', '1267', '1995', '387', '2017', '524', '830', '1238', '264', '529', '924', '2000', '1024', '1050', '1453', '339', '406', '600', '682', '1900', '1478', '442', '291', '780', '1485', '32', '1073', '1986', '899', '1128']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'10s': 1, '20s': 3, '30s': 46, '40s': 32, '50+': 18}"
PREFAIR(IMPUTE) + EPIRA,IBMHR,0.4308326909810726,0.3242141204630245,0.022222222222222223,0.34106245753514125,0.34106245753514125,0.085,0.17,0.26,0.33,0.385,"['117', '239', '20', '1226', '1042', '319', '1628', '1225', '1288', '1204', '162', '259', '1827', '573', '1993', '1282', '73', '1373', '2036', '373', '1606', '1167', '1867', '825', '429', '1824', '58', '425', '1336', '158', '880', '83', '436', '1039', '1293', '515', '81', '1975', '1038', '1294', '1866', '1489', '549', '1035', '244', '625', '253', '569', '950', '1932', '374', '691', '307', '1547', '329', '857', '809', '1740', '1696', '1666', '1383', '170', '957', '721', '1892', '254', '182', '1375', '1117', '1995', '520', '1267', '2017', '387', '524', '830', '1238', '529', '264', '924', '2000', '1453', '1815', '1024', '145', '339', '406', '600', '1478', '1050', '1900', '442', '291', '780', '1485', '1661', '1073', '682', '1986', '729']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'10s': 1, '20s': 3, '30s': 45, '40s': 34, '50+': 17}"
RAPF,IBMHR,0.35314993905398107,0.3242141204630245,0.0044444444444444444,0.3570689337637782,0.1732154685528124,0.077,0.14200000000000004,0.198,0.269,0.32199999999999995,"['239', '851', '515', '36', '1892', '880', '1165', '957', '1042', '307', '1523', '1166', '1852', '776', '464', '1225', '1696', '202', '1293', '206', '162', '1362', '319', '601', '208', '1698', '1419', '1478', '73', '481', '1167', '254', '283', '524', '1866', '558', '803', '2031', '1824', '746', '1628', '1040', '1243', '729', '441', '388', '1294', '1606', '924', '1932', '1082', '374', '857', '1288', '2000', '2036', '1117', '119', '1578', '1196', '2015', '1383', '159', '373', '158', '28', '329', '215', '1602', '1669', '1661', '1039', '950', '1224', '1489', '1050', '1621', '1321', '462', '1993', '1975', '138', '536', '1656', '1986', '721', '1520', '1666', '1238', '1285', '170', '999', '429', '1864', '256', '1133', '573', '253', '425', '1128']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'20s': 15, '30s': 48, '40s': 26, '50+': 11}"
PREFAIR(IMPUTE) + RAPF,IBMHR,0.27784629729591975,0.3242141204630245,0.03333333333333334,0.23774825501844538,0.23774825501844538,0.06900000000000002,0.12200000000000003,0.173,0.22999999999999998,0.286,"['1226', '515', '36', '239', '1892', '957', '880', '851', '1165', '1042', '776', '307', '1852', '1523', '1166', '464', '208', '1696', '1225', '1293', '1419', '202', '162', '1362', '283', '601', '441', '206', '1698', '388', '1478', '319', '73', '254', '481', '1167', '1082', '524', '558', '1866', '159', '2031', '803', '1669', '1628', '746', '1224', '1243', '729', '1040', '1824', '1294', '924', '1321', '536', '1606', '1932', '857', '374', '1864', '2036', '1578', '1288', '119', '41', '567', '1196', '2015', '2000', '20', '1383', '329', '1117', '373', '710', '28', '215', '158', '950', '1729', '1602', '1050', '1489', '1661', '1621', '117', '1039', '462', '1975', '1244', '138', '1193', '1520', '844', '1986', '1993', '721', '292', '1656', '1238']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'10s': 2, '20s': 24, '30s': 42, '40s': 22, '50+': 10}"
BALANCED-COMMITTEE-ELECTION,IBMHR,0.41910580588820806,0.3242141204630245,0.044444444444444446,0.5404801264615323,0.5404801264615323,0.13,0.22000000000000003,0.28500000000000003,0.36000000000000004,0.42500000000000004,"['162', '319', '259', '1225', '1042', '1288', '1628', '1204', '1827', '1993', '573', '1282', '1606', '1373', '1167', '825', '73', '1824', '2036', '373', '1867', '58', '425', '1336', '429', '81', '158', '1039', '1038', '1293', '880', '83', '436', '1866', '1035', '515', '549', '1975', '374', '1294', '244', '1489', '329', '625', '569', '1547', '253', '809', '950', '1932', '254', '691', '307', '1666', '145', '857', '170', '1740', '1696', '957', '1383', '1117', '520', '721', '1892', '117', '182', '1375', '1267', '1995', '239', '387', '2017', '264', '524', '830', '1238', '529', '2000', '924', '1453', '1024', '1900', '1050', '339', '406', '600', '1478', '682', '1661', '442', '291', '780', '1485', '1073', '32', '1986', '899', '1226', '1657']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'10s': 2, '20s': 2, '30s': 45, '40s': 33, '50+': 18}"
PREFAIR,IBMHR,0.0,0.3242141204630245,1.0,0.0,0.0,0.055,0.09500000000000001,0.16,0.2,0.245,"['960', '162', '515', '372', '747', '959', '165', '950', '319', '710', '922', '259', '880', '1035', '571', '701', '1278', '857', '1039', '57', '657', '825', '83', '1167', '567', '566', '81', '73', '1204', '441', '243', '682', '691', '1225', '292', '235', '573', '436', '1288', '239', '201', '549', '429', '1293', '20', '1680', '374', '373', '158', '1864', '167', '329', '307', '1606', '1852', '1657', '32', '253', '1827', '184', '137', '254', '2036', '1866', '1562', '1269', '1824', '1975', '1867', '1315', '1248', '145', '1932', '1993', '1244', '1226', '1373', '1740', '244', '1241', '1198', '1336', '1628', '425', '1224', '1193', '1282', '1489', '569', '121', '1077', '1050', '1294', '58', '117', '1016', '1038', '1042', '625', '1165']","{'10s': 20, '20s': 358, '30s': 619, '40s': 322, '50+': 143}","{'10s': 2, '20s': 137, '30s': 332, '40s': 187, '50+': 87}","{'10s': 20, '20s': 20, '30s': 20, '40s': 20, '50+': 20}"
